date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:44	966/966	---M--	200	added ('OK')	image/svg+xml	etag:%223c6-64a0c7a7e2666%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/pricing.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/pricing.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:44	957/957	---M--	200	added ('OK')	image/svg+xml	etag:%223bd-64a0c7a6a7efe%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/blog.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/blog.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:44	1464/1464	---M--	200	added ('OK')	image/svg+xml	etag:%225b8-64a0c7a6f6108%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/contact.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/contact.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:44	390/390	---M--	200	added ('OK')	image/svg+xml	etag:%22186-64a0c7a76c3b7%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/fb.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/fb.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:45	2991/2991	---M--	200	added ('OK')	image/svg+xml	etag:%22baf-64a0c7a7abb5f%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/insta.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/insta.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:45	356/356	---M--	200	added ('OK')	image/svg+xml	etag:%22164-64a0c7a850c14%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/twitter.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/twitter.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:45	2613/2613	---M--	200	added ('OK')	image/svg+xml	etag:%22a35-64a0c7a6a6f5e%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/behance.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/behance.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:45	2236/2236	---M--	200	added ('OK')	image/svg+xml	etag:%228bc-64a0c7a7358b0%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/dribbale.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/dribbale.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:45	608/608	---M--	200	added ('OK')	image/svg+xml	etag:%22260-64a0c7a7b76e1%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/linekdin.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/linekdin.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:46	614/614	---M--	200	added ('OK')	image/svg+xml	etag:%22266-64a0c7a83b451%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/sun.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/sun.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:46	387/387	---M--	200	added ('OK')	image/svg+xml	etag:%22183-64a0c7a7c22c2%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/moon.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/moon.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:46	60774/60774	---M--	200	added ('OK')	image/jpeg	etag:%22ed66-64a0c7a3b6fbf%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/profile-img2.jpg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/profile-img2.jpg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:46	551/551	---M--	200	added ('OK')	image/svg+xml	etag:%22227-64a0c7a6bd6c1%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/button-arrow.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/button-arrow.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:47	106067/106067	---M--	200	added ('OK')	image/png	etag:%2219e53-64a0c7a5c2701%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img1.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img1.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:47	124515/124515	---M--	200	added ('OK')	image/png	etag:%221e663-64a0c7a5e78c6%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:47	103936/103936	---M--	200	added ('OK')	image/png	etag:%2219600-64a0c7a5e5986%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:48	95258/95258	---M--	200	added ('OK')	image/png	etag:%221741a-64a0c7a60da2b%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img4.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img4.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:48	126356/126356	---M--	200	added ('OK')	image/png	etag:%221ed94-64a0c7a60f96b%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img5.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-img5.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:48	199115/199115	---M--	200	added ('OK')	image/png	etag:%22309cb-64a0c7a47e358%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg1.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg1.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:49	2489/2489	---M--	200	added ('OK')	image/svg+xml	etag:%229b9-64a0c7a7164ac%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/content-svg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/content-svg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:49	64836/64836	---M--	200	added ('OK')	image/png	etag:%22fd44-64a0c7a483179%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:49	1316/1316	---M--	200	added ('OK')	image/svg+xml	etag:%22524-64a0c7a77cd59%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/gallery-svg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/gallery-svg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:50	71047/71047	---M--	200	added ('OK')	image/png	etag:%2211587-64a0c7a49799b%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:50	1165/1165	---M--	200	added ('OK')	image/svg+xml	etag:%2248d-64a0c7a8951dd%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/youtube-svg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/youtube-svg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:50	115740/115740	---M--	200	added ('OK')	image/png	etag:%221c41c-64a0c7a49e6fc%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg4.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg4.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:50	1607/1607	---M--	200	added ('OK')	image/svg+xml	etag:%22647-64a0c7a79b1bd%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/htmlvideo-svg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/htmlvideo-svg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:51	55020/55020	---M--	200	added ('OK')	image/png	etag:%22d6ec-64a0c7a4b0fdf%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg5.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg5.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:51	969/969	---M--	200	added ('OK')	image/svg+xml	etag:%223c9-64a0c7a820e6e%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/sound-cloud.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/sound-cloud.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:51	155896/155896	---M--	200	added ('OK')	image/png	etag:%22260f8-64a0c7a4bac20%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg6.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/projectimg6.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:51	1373/1373	---M--	200	added ('OK')	image/svg+xml	etag:%2255d-64a0c7a8104cc%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/slider-svg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/slider-svg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:51	8505/8505	---M--	200	added ('OK')	image/svg+xml	etag:%222139-64a0c7a7f0128%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/ratingStar.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/ratingStar.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:52	778/778	---M--	200	added ('OK')	image/svg+xml	etag:%2230a-64a0c7a71e1ad%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/cottSvg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/cottSvg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:52	21544/21544	---M--	200	added ('OK')	image/png	etag:%225428-64a0c7a9567b5%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg1.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg1.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:52	22321/22321	---M--	200	added ('OK')	image/png	etag:%225731-64a0c7a957755%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:52	21769/21769	---M--	200	added ('OK')	image/png	etag:%225509-64a0c7a973c79%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:53	24866/24866	---M--	200	added ('OK')	image/png	etag:%226122-64a0c7a98f1fc%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg5.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg5.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:53	21707/21707	---M--	200	added ('OK')	image/png	etag:%2254cb-64a0c7a973c79%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg4.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg4.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:53	25225/25225	---M--	200	added ('OK')	image/png	etag:%226289-64a0c7a98f1fc%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg6.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/feedbackimg6.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:53	409/409	---M--	200	added ('OK')	image/svg+xml	etag:%22199-64a0c7a6bf601%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/button-arrow2.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/button-arrow2.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:53	342/342	---M--	200	added ('OK')	image/svg+xml	etag:%22156-64a0c7a6936dc%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/basic-plan.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/basic-plan.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:54	1098/1098	---M--	200	added ('OK')	image/svg+xml	etag:%2244a-64a0c7a781b7a%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/gold-plan.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/gold-plan.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:54	748/748	---M--	200	added ('OK')	image/svg+xml	etag:%222ec-64a0c7a830870%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/strand-plan.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/strand-plan.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:54	25880/25880	---M--	200	added ('OK')	image/png	etag:%226518-64a0c7a252872%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg1.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg1.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:54	41756/41756	---M--	200	added ('OK')	image/png	etag:%22a31c-64a0c7a272c16%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:54	22358/22358	---M--	200	added ('OK')	image/png	etag:%225756-64a0c7a294efa%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg5.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg5.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:55	45692/45692	---M--	200	added ('OK')	image/png	etag:%22b27c-64a0c7a271c76%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:55	33441/33441	---M--	200	added ('OK')	image/png	etag:%2282a1-64a0c7a2900da%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg4.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg4.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:55	32270/32270	---M--	200	added ('OK')	image/png	etag:%227e0e-64a0c7a2b141e%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg6.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogImg6.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:55	446/446	---M--	200	added ('OK')	image/svg+xml	etag:%221be-64a0c7a74eef3%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/email.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/email.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:56	361/361	---M--	200	added ('OK')	image/svg+xml	etag:%22169-64a0c7a7cde44%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/phone.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/phone.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:56	89301/89301	---M--	200	added ('OK')	image/png	etag:%2215cd5-64a0c7a42e20e%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:57	536267/536267	---M--	200	added ('OK')	image/png	etag:%2282ecb-64a0c7a43208f%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:57	165949/165949	---M--	200	added ('OK')	image/png	etag:%222883d-64a0c7a44a732%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/content-popUpimg3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:57	50042/50042	---M--	200	added ('OK')	image/png	etag:%22c37a-64a0c7a2d2762%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg2.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg2.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	66142/66142	---M--	200	added ('OK')	image/png	etag:%221025e-64a0c7a2b23be%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	44989/44989	---M--	200	added ('OK')	image/png	etag:%22afbd-64a0c7a2d2762%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg3.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg3.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	57829/57829	---M--	200	added ('OK')	image/png	etag:%22e1e5-64a0c7a2ebda5%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg4.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg4.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	170012/170012	---M--	200	added ('OK')	image/png	etag:%222981c-64a0c7a2f7927%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg5.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blogPopUpimg5.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%22155ed-64a0c7a0069e7-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/jquery.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/jquery.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:58	154213/154213	---M-Z	200	added ('OK')	application/javascript	etag:%2225a65-64a0c7a027d2c-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/swiper.min.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/swiper.min.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
